beta,gamma,time,S,I,R,num_simulations,timestamp
0.1,0.4,27.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100932
0.1,0.4,28.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100933
0.1,0.4,29.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100934
0.1,0.4,30.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100935
0.1,0.4,31.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100936
0.1,0.4,32.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100937
0.1,0.4,33.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100938
0.1,0.4,34.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100939
0.1,0.4,35.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100940
0.1,0.4,36.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100941
0.1,0.4,37.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100942
0.1,0.4,38.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100943
0.1,0.4,39.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100944
0.1,0.4,40.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100945
0.1,0.4,41.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100946
0.1,0.4,42.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100947
0.1,0.4,43.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100948
0.1,0.4,44.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100949
0.1,0.4,45.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100950
0.1,0.4,46.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100951
0.1,0.4,47.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100952
0.1,0.4,48.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100953
0.1,0.4,49.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100954
0.1,0.4,50.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100956
0.1,0.4,51.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100957
0.1,0.4,52.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100958
0.1,0.4,53.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100959
0.1,0.4,54.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100960
0.1,0.4,55.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100961
0.1,0.4,56.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100962
0.1,0.4,57.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100963
0.1,0.4,58.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100964
0.1,0.4,59.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100965
0.1,0.4,60.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100966
0.1,0.4,61.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100967
0.1,0.4,62.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100969
0.1,0.4,63.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100970
0.1,0.4,64.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100971
0.1,0.4,65.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100972
0.1,0.4,66.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100973
0.1,0.4,67.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100974
0.1,0.4,68.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100975
0.1,0.4,69.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100976
0.1,0.4,70.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.100977
0.1,0.4,71.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101112
0.1,0.4,72.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101131
0.1,0.4,73.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101134
0.1,0.4,74.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101135
0.1,0.4,75.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101136
0.1,0.4,76.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101137
0.1,0.4,77.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101138
0.1,0.4,78.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101140
0.1,0.4,79.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101141
0.1,0.4,80.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101142
0.1,0.4,81.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101143
0.1,0.4,82.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101144
0.1,0.4,83.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101145
0.1,0.4,84.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101146
0.1,0.4,85.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101147
0.1,0.4,86.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101149
0.1,0.4,87.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101150
0.1,0.4,88.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101151
0.1,0.4,89.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101152
0.1,0.4,90.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101153
0.1,0.4,91.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101154
0.1,0.4,92.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101155
0.1,0.4,93.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101156
0.1,0.4,94.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101157
0.1,0.4,95.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101158
0.1,0.4,96.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101159
0.1,0.4,97.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101161
0.1,0.4,98.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101162
0.1,0.4,99.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101164
0.1,0.4,100.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.101165
0.1,0.5,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:52.136450
0.1,0.5,1.0,0.32,70.12,29.56,50,2025-04-07T21:22:52.136455
0.1,0.5,2.0,0.0,41.64,58.36,50,2025-04-07T21:22:52.136457
0.1,0.5,3.0,0.0,25.16,74.84,50,2025-04-07T21:22:52.136458
0.1,0.5,4.0,0.0,14.02,85.98,50,2025-04-07T21:22:52.136459
0.1,0.5,5.0,0.0,8.0,92.0,50,2025-04-07T21:22:52.136460
0.1,0.5,6.0,0.0,4.58,95.42,50,2025-04-07T21:22:52.136461
0.1,0.5,7.0,0.0,2.54,97.46,50,2025-04-07T21:22:52.136462
0.1,0.5,8.0,0.0,1.52,98.48,50,2025-04-07T21:22:52.136463
0.1,0.5,9.0,0.0,0.92,99.08,50,2025-04-07T21:22:52.136464
0.1,0.5,10.0,0.0,0.64,99.36,50,2025-04-07T21:22:52.136465
0.1,0.5,11.0,0.0,0.54,99.46,50,2025-04-07T21:22:52.136466
0.1,0.5,12.0,0.0,0.48,99.52,50,2025-04-07T21:22:52.136467
0.1,0.5,13.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136468
0.1,0.5,14.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136469
0.1,0.5,15.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136470
0.1,0.5,16.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136471
0.1,0.5,17.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136472
0.1,0.5,18.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136473
0.1,0.5,19.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136474
0.1,0.5,20.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136475
0.1,0.5,21.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136476
0.1,0.5,22.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136477
0.1,0.5,23.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136478
0.1,0.5,24.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136479
0.1,0.5,25.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136480
0.1,0.5,26.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136481
0.1,0.5,27.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136483
0.1,0.5,28.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136484
0.1,0.5,29.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136485
0.1,0.5,30.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136486
0.1,0.5,31.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136487
0.1,0.5,32.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136488
0.1,0.5,33.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136489
0.1,0.5,34.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136490
0.1,0.5,35.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136491
0.1,0.5,36.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136492
0.1,0.5,37.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136492
0.1,0.5,38.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136493
0.1,0.5,39.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136494
0.1,0.5,40.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136495
0.1,0.5,41.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136497
0.1,0.5,42.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136497
0.1,0.5,43.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136498
0.1,0.5,44.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136499
0.1,0.5,45.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136500
0.1,0.5,46.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136501
0.1,0.5,47.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136502
0.1,0.5,48.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136503
0.1,0.5,49.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136504
0.1,0.5,50.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136505
0.1,0.5,51.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136506
0.1,0.5,52.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136507
0.1,0.5,53.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136509
0.1,0.5,54.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136510
0.1,0.5,55.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136511
0.1,0.5,56.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136512
0.1,0.5,57.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136513
0.1,0.5,58.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136514
0.1,0.5,59.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136515
0.1,0.5,60.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136516
0.1,0.5,61.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136517
0.1,0.5,62.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136518
0.1,0.5,63.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136519
0.1,0.5,64.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136520
0.1,0.5,65.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136521
0.1,0.5,66.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136522
0.1,0.5,67.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136523
0.1,0.5,68.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136524
0.1,0.5,69.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136525
0.1,0.5,70.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136526
0.1,0.5,71.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136527
0.1,0.5,72.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136528
0.1,0.5,73.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136529
0.1,0.5,74.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136530
0.1,0.5,75.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136531
0.1,0.5,76.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136532
0.1,0.5,77.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136532
0.1,0.5,78.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136533
0.1,0.5,79.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136534
0.1,0.5,80.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136535
0.1,0.5,81.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136536
0.1,0.5,82.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136537
0.1,0.5,83.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136538
0.1,0.5,84.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136539
0.1,0.5,85.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136540
0.1,0.5,86.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136541
0.1,0.5,87.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136542
0.1,0.5,88.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136543
0.1,0.5,89.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136544
0.1,0.5,90.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136545
0.1,0.5,91.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136546
0.1,0.5,92.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136547
0.1,0.5,93.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136548
0.1,0.5,94.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136549
0.1,0.5,95.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136550
0.1,0.5,96.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136551
0.1,0.5,97.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136552
0.1,0.5,98.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136553
0.1,0.5,99.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136554
0.1,0.5,100.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.136555
0.1,0.6,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:52.173437
0.1,0.6,1.0,0.36,66.72,32.92,50,2025-04-07T21:22:52.173443
0.1,0.6,2.0,0.0,37.26,62.74,50,2025-04-07T21:22:52.173445
0.1,0.6,3.0,0.0,20.02,79.98,50,2025-04-07T21:22:52.173446
0.1,0.6,4.0,0.0,9.92,90.08,50,2025-04-07T21:22:52.173447
0.1,0.6,5.0,0.0,4.9,95.1,50,2025-04-07T21:22:52.173448
0.1,0.6,6.0,0.0,2.64,97.36,50,2025-04-07T21:22:52.173449
0.1,0.6,7.0,0.0,1.34,98.66,50,2025-04-07T21:22:52.173450
0.1,0.6,8.0,0.0,0.7,99.3,50,2025-04-07T21:22:52.173451
0.1,0.6,9.0,0.0,0.46,99.54,50,2025-04-07T21:22:52.173452
0.1,0.6,10.0,0.0,0.32,99.68,50,2025-04-07T21:22:52.173453
0.1,0.6,11.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.173454
0.1,0.6,12.0,0.0,0.3,99.7,50,2025-04-07T21:22:52.173455
0.1,0.6,13.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173456
0.1,0.6,14.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173457
0.1,0.6,15.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173458
0.1,0.6,16.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173460
0.1,0.6,17.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173461
0.1,0.6,18.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173462
0.1,0.6,19.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173463
0.1,0.6,20.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173464
0.1,0.6,21.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173465
0.1,0.6,22.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173466
0.1,0.6,23.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173467
0.1,0.6,24.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173468
0.1,0.6,25.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173469
0.1,0.6,26.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173470
0.1,0.6,27.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173471
0.1,0.6,28.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173472
0.1,0.6,29.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173473
0.1,0.6,30.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173474
0.1,0.6,31.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173475
0.1,0.6,32.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173476
0.1,0.6,33.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173477
0.1,0.6,34.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173478
0.1,0.6,35.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173479
0.1,0.6,36.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173480
0.1,0.6,37.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173481
0.1,0.6,38.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173482
0.1,0.6,39.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173483
0.1,0.6,40.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173484
0.1,0.6,41.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173485
0.1,0.6,42.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173486
0.1,0.6,43.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173487
0.1,0.6,44.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173488
0.1,0.6,45.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173489
0.1,0.6,46.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173490
0.1,0.6,47.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173491
0.1,0.6,48.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173492
0.1,0.6,49.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173493
0.1,0.6,50.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173494
0.1,0.6,51.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173495
0.1,0.6,52.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173496
0.1,0.6,53.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173497
0.1,0.6,54.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173498
0.1,0.6,55.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173499
0.1,0.6,56.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173500
0.1,0.6,57.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173501
0.1,0.6,58.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173502
0.1,0.6,59.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173503
0.1,0.6,60.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173504
0.1,0.6,61.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173505
0.1,0.6,62.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173506
0.1,0.6,63.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173507
0.1,0.6,64.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173508
0.1,0.6,65.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173509
0.1,0.6,66.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173510
0.1,0.6,67.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173511
0.1,0.6,68.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173512
0.1,0.6,69.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173513
0.1,0.6,70.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173514
0.1,0.6,71.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173515
0.1,0.6,72.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173516
0.1,0.6,73.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173517
0.1,0.6,74.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173518
0.1,0.6,75.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173519
0.1,0.6,76.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173520
0.1,0.6,77.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173521
0.1,0.6,78.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173522
0.1,0.6,79.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173523
0.1,0.6,80.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173524
0.1,0.6,81.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173525
0.1,0.6,82.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173553
0.1,0.6,83.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173554
0.1,0.6,84.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173555
0.1,0.6,85.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173556
0.1,0.6,86.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173557
0.1,0.6,87.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173558
0.1,0.6,88.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173559
0.1,0.6,89.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173560
0.1,0.6,90.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173561
0.1,0.6,91.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173562
0.1,0.6,92.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173563
0.1,0.6,93.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173564
0.1,0.6,94.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173565
0.1,0.6,95.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173566
0.1,0.6,96.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173567
0.1,0.6,97.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173568
0.1,0.6,98.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173569
0.1,0.6,99.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173570
0.1,0.6,100.0,0.0,0.28,99.72,50,2025-04-07T21:22:52.173571
0.1,0.7000000000000001,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:52.209095
0.1,0.7000000000000001,1.0,0.56,61.26,38.18,50,2025-04-07T21:22:52.209102
0.1,0.7000000000000001,2.0,0.0,30.5,69.5,50,2025-04-07T21:22:52.209103
0.1,0.7000000000000001,3.0,0.0,14.06,85.94,50,2025-04-07T21:22:52.209104
0.1,0.7000000000000001,4.0,0.0,6.56,93.44,50,2025-04-07T21:22:52.209105
0.1,0.7000000000000001,5.0,0.0,2.94,97.06,50,2025-04-07T21:22:52.209106
0.1,0.7000000000000001,6.0,0.0,1.36,98.64,50,2025-04-07T21:22:52.209107
0.1,0.7000000000000001,7.0,0.0,0.88,99.12,50,2025-04-07T21:22:52.209108
0.1,0.7000000000000001,8.0,0.0,0.6,99.4,50,2025-04-07T21:22:52.209109
0.1,0.7000000000000001,9.0,0.0,0.58,99.42,50,2025-04-07T21:22:52.209110
0.1,0.7000000000000001,10.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209111
0.1,0.7000000000000001,11.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209112
0.1,0.7000000000000001,12.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209113
0.1,0.7000000000000001,13.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209114
0.1,0.7000000000000001,14.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209115
0.1,0.7000000000000001,15.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209116
0.1,0.7000000000000001,16.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209117
0.1,0.7000000000000001,17.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209119
0.1,0.7000000000000001,18.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209119
0.1,0.7000000000000001,19.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209120
0.1,0.7000000000000001,20.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209121
0.1,0.7000000000000001,21.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209122
0.1,0.7000000000000001,22.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209123
0.1,0.7000000000000001,23.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209124
0.1,0.7000000000000001,24.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209125
0.1,0.7000000000000001,25.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209126
0.1,0.7000000000000001,26.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209127
0.1,0.7000000000000001,27.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209128
0.1,0.7000000000000001,28.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209129
0.1,0.7000000000000001,29.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209130
0.1,0.7000000000000001,30.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209131
0.1,0.7000000000000001,31.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209132
0.1,0.7000000000000001,32.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209133
0.1,0.7000000000000001,33.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209134
0.1,0.7000000000000001,34.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209135
0.1,0.7000000000000001,35.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209136
0.1,0.7000000000000001,36.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209137
0.1,0.7000000000000001,37.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209138
0.1,0.7000000000000001,38.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209139
0.1,0.7000000000000001,39.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209140
0.1,0.7000000000000001,40.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209141
0.1,0.7000000000000001,41.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209142
0.1,0.7000000000000001,42.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209143
0.1,0.7000000000000001,43.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209144
0.1,0.7000000000000001,44.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209145
0.1,0.7000000000000001,45.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209146
0.1,0.7000000000000001,46.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209147
0.1,0.7000000000000001,47.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209148
0.1,0.7000000000000001,48.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209149
0.1,0.7000000000000001,49.0,0.0,0.52,99.48,50,2025-04-07T21:22:52.209150
